"gutenburg_id" "text"
38783 "noteworthy visit to Boston, returning with a handsome sum toward the"
38783 "payment of her debt. At this time she met John Brown more than once,"
38783 "seems to have learned something of his plans, and after the raid at"
38783 "Harper's Ferry and the execution of Brown she glorified him as a hero,"
38783 "her veneration even becoming religious. Her last visit to Maryland was"
38783 "made in December, 1860, and in spite of the agitated condition of the"
38783 "country and the great watchfulness of slaveholders she brought away with"
38783 "her seven fugitives, one of them an infant."
38783 ""
38783 "After the war Harriet Tubman made Auburn her home, establishing there a"
38783 "refuge for aged Negroes. She married again, so that she is sometimes"
38783 "referred to as Harriet Tubman Davis. She died at a very advanced age"
38783 "March 10, 1913. On Friday, June 12, 1914, a tablet in her honor was"
38783 "unveiled at the Auditorium in Albany. It was provided by the Cayuga"
38783 "County Historical Association, Dr. Booker T. Washington was the chief"
38783 "speaker of the occasion, and the ceremonies were attended by a great"
38783 "crowd of people."
38783 ""
38783 "The tributes to this heroic woman were remarkable. Wendell Phillips said"
38783 "of her: \"In my opinion there are few captains, perhaps few colonels,"
38783 "who have done more for the loyal cause since the war began, and few men"
38783 "who did before that time more for the colored race than our fearless and"
38783 "most sagacious friend, Harriet.\" F. B. Sanborn wrote that what she did"
38783 "\"could scarcely be credited on the best authority.\" William H. Seward,"
38783 "who labored, though unsuccessfully, to get a pension for her granted by"
38783 "Congress, consistently praised her noble spirit. Abraham Lincoln gave"
38783 "her ready audience and lent a willing ear to whatever she had to say."
38783 "Frederick Douglass wrote to her: \"The difference between us is very"
38783 "marked. Most that I have done and suffered in the service of our cause"
38783 "has been in public, and I have received much encouragement at every step"
38783 "of the way. You, on the other hand, have labored in a private way. I"
38783 "have wrought in the day--you in the night. I have had the applause of"
38783 "the crowd and the satisfaction that comes of being approved by the"
38783 "multitude, while the most that you have done has been witnessed by a few"
38783 "trembling, scarred, and footsore bondmen and women, whom you have led"
38783 "out of the house of bondage, and whose heartfelt 'God bless you' has"
38783 "been your only reward.\""
38783 ""
38783 "Of such mould was Harriet Tubman, philanthropist and patriot, bravest"
38783 "and noblest of all the heroines of freedom."
38783 ""
38783 "FOOTNOTE:"
38783 ""
38783 "[A] While this sketch is drawn from various sources, I feel specially"
38783 "indebted to Sarah H. Bradford's \"Harriet, the Moses of Her People.\" This"
38783 "valuable work in turn includes a scholarly article taken from the"
38783 "\"Boston Commonwealth\" of 1863 and loaned to Mrs. Bradford by F. R."
38783 "Sanborn. This article is really the foundation of the sketch.--B. B."
38783 ""
38783 ""
38783 ""
38783 ""
38783 "[Illustration: NORA A. GORDON]"
38783 ""
38783 ""
38783 ""
38783 ""
38783 "NORA GORDON"
38783 ""
38783 ""
38783 ""
38783 ""
38783 "<chapter 3>"
38783 ""
38783 "NORA GORDON"
38783 ""
38783 ""
38783 "This is the story of a young woman who had not more than ordinary"
38783 "advantages, but who in our own day by her love for Christ and her zeal"
38783 "in his service was swept from her heroic labor into martyrdom."
38783 ""
38783 "When Nora Gordon went from Spelman Seminary as a missionary to the"
38783 "Congo, she had the hope that in some little way she might be used for"
38783 "the furtherance of the Master's kingdom. She could hardly have foreseen"
38783 "that she would start in her beloved school a glorious tradition; and"
38783 "still less could she have seen the marvellous changes taking place in"
38783 "the Africa of the present. She had boundless faith, however,--faith in"
38783 "God and in the ultimate destiny of her people. In that faith she lived,"
38783 "and for that faith she died."
38783 ""
38783 "Nora Antonia Gordon was born in Columbus, Georgia, August 25, 1866."
38783 "After receiving her early education in the public schools of La Grange,"
38783 "in the fall of 1882 she came to Spelman Seminary. It was not long before"
38783 "her life became representative of the transforming power of"
38783 "Christianity. Being asked, \"Do you love Christ?\" she answered \"Yes\"; but"
38783 "when there came the question, \"Are you a Christian?\" she replied \"No.\""
38783 "It was not long, however, before she gained firmer faith, and two months"
38783 "after her entrance at Spelman she was definitely converted. Now followed"
38783 "seven years of intense activity and growth--of study, of summer"
38783 "teaching, of talks before temperance societies, of service of any"
38783 "possible sort for the Master. She brought to Christ every girl who was"
38783 "placed to room with her. A classmate afterwards testified of her that"
38783 "the girls always regarded Nora somewhat differently from the others. She"
38783 "was the counsellor of her friends, ever ready with sweet words of"
38783 "comfort, and yet ever a cheerful companion. In one home in which she"
38783 "lived for a while she asked the privilege of having prayer. The man of"
38783 "the house at first refused to kneel and the woman seemed not interested."
38783 "In course of time, however, the wife was won and then the man also"
38783 "knelt. At another time she wrote, \"Twenty-six of my scholars were"
38783 "baptized to-day;\" and a little later she said, \"Ten more have been"
38783 "added.\""
38783 ""
38783 "In 1885 Nora Gordon completed her course in the Industrial Department,"
38783 "in 1886 the Elementary Normal, and in 1888 the Higher Normal Course. Her"
38783 "graduation essay was on the rather old and sophomoric subject, \"The"
38783 "Influence of Woman on National Character;\" but in the intensity of her"
38783 "convictions and her words there was nothing ordinary. She said in part:"
38783 "\"Let no woman feel that life to her means simply living; but let her"
38783 "rather feel that she has a special mission assigned her, which none"
38783 "other of God's creatures can perform. It may be that she is placed in"
38783 "some rude little hut as mother and wife; if so, she can dignify her"
38783 "position by turning every hut into a palace, and bringing not only her"
38783 "own household, but the whole community, into the sunlight of God's love."
38783 "Such women are often unnoticed by the world in general, and do not"
38783 "receive the appreciation due them; yet we believe such may be called"
38783 "God's chosen agents.\" Finally, \"we feel that woman is under a twofold"
38783 "obligation to consecrate her whole being to Christ. Our people are to be"
38783 "educated and christianized and the heathen brought home to God. Woman"
38783 "must take the lead in this great work.\""
38783 ""
38783 "After her graduation in 1888 Nora Gordon was appointed to teach in the"
38783 "public schools of Atlanta. She soon resigned this work, however, in the"
38783 "contemplation of the great mission of her life. The secretary of the"
38783 "Society of the West wrote to Spelman to inquire if there was any one who"
38783 "could go to assist Miss Fleming, a missionary at work in Palabala in the"
38783 "Congo. Four names were sent, and the choice of the board was Nora A."
38783 "Gordon. The definite appointment came in January, 1889. On Sunday"
38783 "evening, February 17, an impressive missionary service was held in the"
38783 "chapel at Spelman. Interesting items were given by the students with"
38783 "reference to the slave-trade in East Africa and the efforts being made"
38783 "for its suppression, also with reference to Mohammedanism, the spiritual"
38783 "awakening among the Zulus, and the mission stations established,"
38783 "especially those on the Congo. Several letters were read, one from Miss"
38783 "Fleming exciting the most intense interest; and throughout the meeting"
38783 "was the thought that Nora Gordon was also soon to go to Africa. On March"
38783 "6 a farewell service was held, and attended by a great crowd of people,"
38783 "among them the whole family of the consecrated young woman; and she"
38783 "sailed March 16, 1889."
38783 ""
38783 "First of all she went to London, tarrying at the Missionary Training"
38783 "Institute conducted by Rev. and Mrs. H. Grattan Guinness. Under date"
38783 "April 11 she wrote: \"It has been so trying to remain here so long"
38783 "waiting. I feel that this is the dear Lord's first lesson to me in"
38783 "patience. I am thankful to say that I feel profited by my stay. * * * *"
38783 "Yesterday coming from the city we saw a number of flags hanging across"
38783 "the street, and among them was the United States flag. Never before did"
38783 "the Stars and Stripes seem so beautiful. I am glad Miss Grover put one"
38783 "in my box. * * * * I do praise God for every step I get nearer to my"
38783 "future home. We expect to sail next Wednesday, April 17, from Rotterdam"
38783 "on the steamer _African_, Dutch line. We hope to get to the Congo in"
38783 "three weeks.\""
38783 ""
38783 "For two years she labored at Palabala, frequently writing letters home"
38783 "and occasionally sending back to her beloved Spelman a box of curios."
38783 "Said she of those among whom she worked: \"When the people are first"
38783 "gathered into a chapel for school or religious services, it is sad and"
38783 "amusing to see how hard they try to know just what to do, a number"
38783 "sitting with their backs to the preacher or teacher. When the teacher"
38783 "reproves a child, every man, woman, and child feels it his or her duty"
38783 "to yell out too at the offender and tell him to obey the teacher. Often"
38783 "in the midst of a sermon a man in the congregation will call out to the"
38783 "preacher, 'Take away your lies,' or 'We do not believe you,' or 'How can"
38783 "this or that be?' One of the first workers, after speaking to a crowd of"
38783 "heathen, asked them all to close their eyes and bow their heads while he"
38783 "would pray to God. When the missionary had finished his prayer and"
38783 "opened his eyes, every person had stealthily left the place.\" Then"
38783 "followed a detail of the atrocities in the Congo and of the encounters"
38783 "between the natives and the Belgian officers, and last of all came the"
38783 "pertinent comment: \"The Congo missionary's work is twofold. He must"
38783 "civilize, as well as Christianize, the people.\""
38783 ""
38783 "Early in 1891 Nora Gordon, sadly in need of rest and refreshment, went"
38783 "from Palabala for a little stay at Lukungu. Hither had come Clara A."
38783 "Howard, Spelman's second representative, under appointment of the"
38783 "Woman's Foreign Missionary Society of the East. Lukungu is a station two"
38783 "hundred and twenty miles from the mouth of the Congo, in a populous"
38783 "district, and was the center from which numerous other schools and"
38783 "churches sprang. The work was in charge of Mr. Hoste, an Englishman,"
38783 "who, when Miss Gordon wrote of him in 1894, had spent ten years on the"
38783 "Congo without going home. Other men were associated with him, while the"
38783 "elementary schools, the care of the boys and girls, and work among the"
38783 "women, naturally fell to the women missionaries. A little later in 1891"
38783 "Nora Gordon left Palabala permanently to engage in the work at Lukungu."
38783 "Under date September 25 she wrote to her friends back home: \"Doubtless"
38783 "Clara has told you of my change to this place. You can not imagine how"
38783 "glad we are to be together here. I have charge of the printing-office"
38783 "and help in the afternoon school. I am well, happy, and am enjoying my"
38783 "work. In the office I have few conveniences and really not the things we"
38783 "need. Mr. Hoste has written the first arithmetic in this language and I"
38783 "am now putting it up. I was obliged to stop work on it to-day because my"
38783 "figures in type gave out, and you know we have no shops in this land."
38783 "My boys in the office are doing nicely.\""
38783 ""
38783 "Thus she worked on for two years more--hoping, praying, trusting. By"
38783 "1893 her health was in such condition that it was deemed wise for her to"
38783 "return to America. So she did, and she brought back two native girls"
38783 "with her. All the while, however, her chief thought was upon the work to"
38783 "which she had given herself, and she constantly looked forward to the"
38783 "time when she might be able to go back to Africa. In 1895 she became the"
38783 "wife of Rev. S. C. Gordon, who was connected with the English Baptist"
38783 "Mission at Stanley Pool. She sailed with her husband from Boston in July"
38783 "and reached the Congo again in August. The station was unique. It was an"
38783 "old and well established mission, the center of several others in the"
38783 "surrounding country. It had excellent brick houses, broad avenues and"
38783 "good fruit-trees, and the students were above the average in"
38783 "intelligence. But soon the shadow fell. Nora Gordon herself saw much of"
38783 "the well known Belgian atrocities in the Congo. She saw houses burned"
38783 "and the natives themselves driven out by the state officials. They"
38783 "crossed over into the French Congo; but hither Protestants were not"
38783 "allowed to come to preach to them. In spite of the great heartache,"
38783 "however, and declining health the heroic woman worked on, giving to"
38783 "those for whom she labored her tenderest love. Seven months after the"
38783 "death of her second child a change was again deemed necessary, and she"
38783 "once more turned her face homeward. After two months in Belgium and"
38783 "England she came again to America, and to Spelman. But her strength was"
38783 "now all spent. She died at Spelman January 26, 1901. She was only"
38783 "thirty-four; but who can measure in years the love and faith, the hope"
38783 "and sorrow, of such a life?"
38783 ""
38783 "Nora Gordon started a tradition, Spelman's richest heritage. Three other"
38783 "graduates followed her. Clara Howard was in course of time forced by the"
38783 "severe fevers to give up her work, and she now labors at home in the"
38783 "service of her Alma Mater. Ada Jackson became the second wife of Rev. S."
38783 "C. Gordon and also died in service. Emma B. DeLany was commissioned in"
38783 "1900 and still labors--in recent years with larger and larger"
38783 "success--in Liberia. Within two or three years of Nora Gordon's return"
38783 "in 1893, moreover, not less than five native African girls had come to"
38783 "Spelman. The spirit still abides, and if the way were just a little"
38783 "clearer doubtless many other graduates would go. Even as it is, however,"
38783 "the blessing to the school has been illimitable."
38783 ""
38783 "       *       *       *       *       *"
38783 ""
38783 "Such have been the workers, such the pioneers. To what end is the love,"
38783 "the labor--the loneliness, the yearning?"
38783 ""
38783 "It is now nearly five hundred years since a prince of Portugal began the"
38783 "slave-trade on the west coast of Africa. Within two hundred years all of"
38783 "the leading countries of western Europe had joined in the iniquitous"
38783 "traffic, and when England in 1713 drew up with France the Peace of"
38783 "Utrecht she deemed the slave-trade of such importance that she insisted"
38783 "upon an article that gave her a practical monopoly of it. Before the end"
38783 "of the eighteenth century, however, the voice of conscience began to be"
38783 "heard in England, and science also began to be interested in the great"
38783 "undeveloped continent lying to the South. It remained for the work of"
38783 "David Livingstone, however, in the middle of the nineteenth century"
38783 "really to reveal Africa to the rest of the world. This intrepid explorer"
38783 "and missionary in a remarkable series of journeys not only traversed"
38783 "the continent from the extreme South to Loanda on the West Coast and"
38783 "Quilimane on the East Coast; he not only made known the great lake"
38783 "system of Central Africa; but he left behind him a memory that has"
38783 "blessed everyone who has followed in his steps. Largely as a result of"
38783 "his work and that of his successor, Stanley, a great congress met in"
38783 "Berlin in 1884 for the partition of Africa among the great nations of"
38783 "Europe. Unfortunately the diplomats at this meeting were not actuated by"
38783 "the noble impulses that had moved Livingstone, so that more and more"
38783 "there was evident a mad scramble for territory. France had already"
38783 "gained a firm foothold in the northwest, and England was not only firmly"
38783 "intrenched in the South but had also established a rather undefined"
38783 "protectorate over Egypt. Germany now in 1884 entered the field and in"
38783 "German East Africa, German Southwest Africa, Kamerun, and the smaller"
38783 "territory of Togoland in the West ultimately acquired a total of nearly"
38783 "a million square miles, or one-eleventh of the continent. All of this"
38783 "she lost in the course of the recent great war. Naturally she has"
38783 "desired to regain this land, but at the time of writing (November, 1918)"
38783 "there is no likelihood of her doing so, a distinguished Englishman, Mr."
38783 "Balfour, the foreign secretary, having declared that under no"
38783 "circumstances can Germany's African colonies be returned to her, as such"
38783 "return would endanger the security of the British empire, and that is to"
38783 "say, the security of the world. This problem is but typical of the"
38783 "larger political questions that press for settlement in the new Africa."
38783 "Whatever the solution may be, one or two facts stand out clearly. One is"
38783 "that Africa can no longer rest in undisturbed slumber. A terrible war,"
38783 "the most ruinous in the history of humanity, has strained to the utmost"
38783 "the resources of all the great powers of the world. Where so much has"
38783 "been spent it is not to be supposed that the richest, the most fertile,"
38783 "land in the world will indefinitely be allowed to remain undeveloped."
38783 "Along with material development must go also the education and the"
38783 "spiritual culture of the natives on a scale undreamed of before. In this"
38783 "training such an enlightened country as England will naturally play a"
38783 "leading role, and America too will doubtless be called on to help in"
38783 "more ways than one. It must not be supposed, however, that the task is"
38783 "not one of enormous difficulties. As far as we have advanced in our"
38783 "missionary activities in America, we have hardly made a beginning in"
38783 "the great task of the proper development of Africa. Here are"
38783 "approximately 175,000,000 natives to be trained and Christianized. Let"
38783 "us not make the common mistake of supposing that they are all ignorant"
38783 "and degraded savages. Nothing could be farther from the truth. Many"
38783 "individuals have had the benefit of travel and study in Europe and more"
38783 "and more are themselves appreciating the great problems before their"
38783 "country. It is true, however, that the great mass of the population is"
38783 "yet to be reached. In the general development delicate questions of"
38783 "racial contact are to be answered. Unfortunately, in the attitude of the"
38783 "European colonist toward the native, South Africa has a race problem"
38783 "even more stern than that of our own Southern states. As for religion we"
38783 "not only find paganism and Mohammedanism, but we also see Catholicism"
38783 "arrayed against Protestantism, and perhaps most interesting of all, a"
38783 "definite movement toward the enhancement of a native Ethiopian church,"
38783 "with the motto \"Africa for the Africans.\" Let us add to all this"
38783 "numerous social problems, such as polygamy, the widespread sale of rum,"
38783 "and all the train of African superstition, and we shall see that any one"
38783 "who works in Africa in the new day must not only be a person of keen"
38783 "intelligence and Christian character, but also one with some genuine"
38783 "vision and statesmanship. Workers of this quality, if they can be found,"
38783 "will be needed not by the scores or hundreds, but by the thousands and"
38783 "tens of thousands. No larger mission could come to a young Negro in"
38783 "America trained in Christian study than to make his or her life a part"
38783 "of the redemption of the great fatherland. The salvation of Africa is at"
38783 "once the most pressing problem before either the Negro race or the"
38783 "Kingdom of Christ. Such a worker as we have tried to portray was Nora"
38783 "Gordon. It is to be hoped that not one but thousands like her will"
38783 "arise. Even now we can see the beginning of the fulfilment of the"
38783 "prophecy, \"Princes shall come out of Egypt; Ethiopia shall soon stretch"
38783 "out her hands unto God.\""
38783 ""
38783 ""
38783 ""
38783 ""
38783 "[Illustration: META WARRICK FULLER]"
38783 ""
38783 ""
38783 ""
38783 ""
38783 "META WARRICK FULLER"
38783 ""
38783 ""
38783 ""
38783 ""
38783 "<chapter 4>"
38783 ""
38783 "META WARRICK FULLER[B]"
38783 ""
38783 ""
38783 "The state of Massachusetts has always been famous for its history and"
38783 "literature, and especially rich in tradition is the region around"
38783 "Boston. On one side is Charlestown, visited yearly by thousands who make"
38783 "a pilgrimage to the Bunker Hill Monument. Across the Charles River is"
38783 "Cambridge, the home of Harvard University, and Longfellow, and Lowell,"
38783 "and numerous other men whose work has become a part of the nation's"
38783 "heritage. If one will ride on through Cambridge and North Cambridge and"
38783 "Arlington, he will come to Lexington, where he will find in the little"
38783 "Lexington Common one of the most charming spots of ground in America."
38783 "Overlooking this he will see the Harrington House, and all around other"
38783 "memorials of the Revolution. Taking the car again and riding about seven"
38783 "miles more he will come to Concord, and here he will catch still more of"
38783 "the flavor of the eighteenth century. Walking from the center of the"
38783 "town down Monument Street (he _must_ walk now; there is no trolley, and"
38783 "a carriage or automobile does not permit one to linger by the wayside),"
38783 "he will come after a while to the Old Manse, once the home of Emerson"
38783 "and of Hawthorne, and then see just around the corner the Concord Bridge"
38783 "and the statue of the Minute Man. There is a new bridge now, one of"
38783 "concrete; the old wooden one, so long beloved, at length became unsafe"
38783 "and had to be replaced. In another direction from the center of the town"
38783 "runs Lexington Road, within about half a mile down which one will see"
38783 "the later homes of Emerson and Hawthorne as well as that of Louisa May"
38783 "Alcott. Near the Alcott House, back among the trees, is a quaint little"
38783 "structure much like a Southern country schoolhouse--the so-called"
38783 "Concord School of Philosophy, in which Emerson once spoke. It is all a"
38783 "beautiful country--beautiful most of all for its unseen glory. One gives"
38783 "himself up to reflection; he muses on Evangeline and the Great Stone"
38783 "Face and on the heroic dead who did not die in vain--until a lumbering"
38783 "truck-car on the road calls him back from it all to the workaday world"
38783 "of men."
38783 ""
38783 "It is in this state of Massachusetts, so rich in its tradition, that"
38783 "there resides the subject of the present sketch. About halfway between"
38783 "Boston and Worcester, in the quiet, homelike town of Framingham, on a"
38783 "winding road just off the main street, lives Meta Warrick Fuller, the"
38783 "foremost sculptor of the Negro race."
38783 ""
38783 "There are three little boys in the family. They keep their mother very"
38783 "busy; but they also make her very happy. Buttons have to be sewed on and"
38783 "dinners have to be prepared for the children of an artist just as well"
38783 "as for those of other people; and help is not always easy to get. But"
38783 "the father, Dr. S. C. Fuller, a distinguished physician, is also"
38783 "interested in the boys, so that he too helps, and the home is a happy"
38783 "one."
38783 ""
38783 "At the top of the house is a long roomy attic. This is an improvised"
38783 "studio--or, as the sculptor would doubtless say, the workshop. Hither,"
38783 "from the busy work of the morning, comes the artist for an hour or half"
38783 "an hour of modeling--for rest, and for the first effort to transfer to"
38783 "the plastic clay some fleeting transient dream."
38783 ""
38783 "Meta Warrick Fuller was born in Philadelphia, Pennsylvania, June 9,"
38783 "1877. For four years she attended the Pennsylvania School of Industrial"
38783 "Art, and it was at this institution that she first began to force"
38783 "serious recognition of her talent. Before very long she began to be"
38783 "known as a sculptor of the horrible, one of her first original pieces"
38783 "being a head of Medusa, with a hanging jaw, beads of gore, and eyes"
38783 "starting from their sockets. At her graduation in 1898 she won a prize"
38783 "for metal work by a crucifix upon which hung the figure of Christ in"
38783 "agony, and she also won honorable mention for her work in modeling. In a"
38783 "post-graduate year she won a much coveted prize in modeling. In 1899"
38783 "Meta Warrick (then best known by her full name, Meta Vaux Warrick) went"
38783 "to Paris, where she worked and studied three years. Her work brought her"
38783 "in contact with many other artists, among them Augustus St. Gaudens, the"
38783 "sculptor of the Robert Gould Shaw Monument at the head of Boston Common."
38783 "Then there came a day when by appointment the young woman went to see"
38783 "Auguste Rodin, who after years of struggle and dispraise had finally won"
38783 "recognition as the foremost sculptor in France if not in the world. The"
38783 "great man glanced one after another at the pieces that were presented to"
38783 "him, without very evident interest. At length, thrilled by the figure"
38783 "in \"Silent Sorrow,\" sometimes referred to as \"Man Eating His Heart Out,\""
38783 "Rodin beamed upon the young woman and said, \"Mademoiselle, you _are_ a"
38783 "sculptor; you have the sense of form.\" With encouragement from such a"
38783 "source the young artist worked with renewed vigor, looking forward to"
38783 "the time when something that she had produced should win a place in the"
38783 "Salon, the great national gallery in Paris. \"The Wretched,\" one of the"
38783 "artist's masterpieces, was exhibited here in 1903, and along with it"
38783 "went \"The Impenitent Thief.\" This latter production was demolished in"
38783 "1904, after meeting with various unhappy accidents. In the form as"
38783 "presented, however, the thief, heroic in size, hung on the cross torn by"
38783 "anguish. Hardened, unsympathetic, and even defiant, he still possessed"
38783 "some admirable qualities of strength, and he has remained one of the"
38783 "sculptor's most powerful conceptions. In \"The Wretched\" seven figures"
38783 "greet the eye. Each represents a different form of human anguish. An old"
38783 "man, worn by hunger and disease, waits for death. A mother yearns for"
38783 "the loved ones she has lost. A man bowed by shame fears to look upon his"
38783 "fellow-creatures. A sick child suffers from some hereditary taint. A"
38783 "youth is in despair, and a woman is crazed by sorrow. Over all is the"
38783 "Philosopher who suffers perhaps more keenly than the others as he views"
38783 "the misery around them, and who, powerless to relieve it, also sinks"
38783 "into despair."
38783 ""
38783 "Other early productions were similarly characterized by a strongly"
38783 "romantic quality. \"Silent Sorrow\" has already been remarked in passing."
38783 "In this a man, worn and gaunt and in despair, is represented as leaning"
38783 "over and actually eating out his own heart. \"Man Carrying Dead Body\" is"
38783 "in similar vein. The sculptor is moved by the thought of one who will be"
38783 "spurred on by the impulse of duty to the performance of some task not"
38783 "only unpleasant but even loathsome. She shows a man bearing across his"
38783 "shoulder the body of a comrade that has evidently lain on the"
38783 "battlefield for days. The thing is horrible, and the man totters under"
38783 "the great weight; but he forces his way onward until he can give it"
38783 "decent burial. Another early production was based on the ancient Greek"
38783 "story of Oedipus. This story was somewhat as follows: Oedipus was the"
38783 "son of Laius and Jocasta, king and queen of Thebes. At his birth an"
38783 "oracle foretold that the father Laius would be killed by his son. The"
38783 "child was sent away to be killed by exposure, but in course of time was"
38783 "saved and afterwards adopted by the King of Corinth. When he was grown,"
38783 "being warned by an oracle that he would kill his father and marry his"
38783 "mother, he left home. On his journey he met Laius and slew him in the"
38783 "course of an altercation. Later, by solving the riddle of the sphinx, he"
38783 "freed Thebes from distress, was made king of the city, and married"
38783 "Jocasta. Eventually the terrible truth of the relationship became known"
38783 "to all. Jocasta hanged herself and Oedipus tore out his eyes. The"
38783 "sculptor portrays the hero of the old legend at the very moment that he"
38783 "is thus trying to punish himself for his crime. There is nothing"
38783 "delicate or pretty about all such work as this. It is grewsome in fact,"
38783 "and horrible; but it is also strong and intense and vital. Its merit was"
38783 "at once recognized by the French, and it gave Meta Warrick a recognized"
38783 "place among the sculptors of America."
38783 ""
38783 "On her return to America the artist resumed her studies at the School of"
38783 "Industrial Art, winning in 1904 the Battles first prize for pottery. In"
38783 "1907 she produced a series of tableaux representing the advance of the"
38783 "Negro for the Jamestown Tercentennial Exposition, and in 1913 a group"
38783 "for the New York State Emancipation Proclamation Commission. In 1909 she"
38783 "became the wife of Dr. Solomon C. Fuller, of Framingham, Massachusetts."
38783 "A fire in 1910 unfortunately destroyed some of her most valuable pieces"
38783 "while they were in storage in Philadelphia. Only a few examples of her"
38783 "early work, that happened to be elsewhere, were saved. The artist was"
38783 "undaunted, however, and by May, 1914, she had sufficiently recovered"
38783 "from the blow to be able to hold at her home a public exhibition of her"
38783 "work."
38783 ""
38783 "After this fire a new note crept into the work of Meta Warrick Fuller."
38783 "This was doubtless due not so much to the fire itself as to the larger"
38783 "conception of life that now came to the sculptor with the new duties of"
38783 "marriage and motherhood. From this time forth it was not so much the"
38783 "romantic as the social note that was emphasized. Representative of the"
38783 "new influence was the second model of the group for the Emancipation"
38783 "Proclamation Commission. A recently emancipated Negro youth and maiden"
38783 "stand beneath a gnarled, decapitated tree that has what looks almost"
38783 "like a human hand stretched over them. Humanity is pushing them forth"
38783 "into the world while at the same time the hand of Destiny is restraining"
38783 "them in the full exercise of their freedom. \"Immigrant in America\" is in"
38783 "somewhat similar vein. An American woman, the mother of one strong"
38783 "healthy child, is shown welcoming to the land of plenty the foreigner,"
38783 "the mother of several poorly nourished children. Closely related in"
38783 "subject is the smaller piece, \"The Silent Appeal,\" in which a mother"
38783 "capable of producing and caring for three sturdy children is shown as"
38783 "making a quiet demand for the suffrage and for any other privileges to"
38783 "which a human being is entitled. All of these productions are clear cut,"
38783 "straightforward, and dignified."
38783 ""
38783 "In May, 1917, Meta Warrick Fuller took second prize in a competition"
38783 "under the auspices of the Massachusetts Branch of the Woman's Peace"
38783 "Party, her subject being \"Peace Halting the Ruthlessness of War.\" War is"
38783 "personified as on a mighty steed and trampling to death numberless human"
38783 "beings. In one hand he holds a spear on which he has transfixed the head"
38783 "of one of his victims. As he goes on his masterful career Peace meets"
38783 "him and commands him to cease his ravages. The work as exhibited was in"
38783 "gray-green wax and was a production of most unusual spirit."
38783 ""
38783 "Among other prominent titles are \"Watching for Dawn,\" a conception of"
38783 "remarkable beauty and yearning, and \"Mother and Child.\" An early"
38783 "production somewhat detached from other pieces is a head of John the"
38783 "Baptist. This is one of the most haunting creations of Mrs. Fuller. In"
38783 "it she was especially successful in the infinite yearning and pathos"
38783 "that she somehow managed to give to the eyes of the seer. It bears the"
38783 "unmistakable stamp of power."
38783 ""
38783 "In this whole review of this sculptor's work we have indicated only the"
38783 "chief titles. She is an indefatigable worker and has produced numerous"
38783 "smaller pieces, many of these being naturally for commercial purposes."
38783 "As has been remarked, while her work was at first romantic and often"
38783 "even horrible, in recent years she has been interested rather in social"
38783 "themes. There are those, however, who hope that she will not utterly"
38783 "forsake the field in which she first became distinguished. Through the"
38783 "sternness of her early work speaks the very tragedy of the Negro race."
38783 "In any case it is pleasant to record that the foremost sculptor of the"
38783 "race is not only an artist of rank but also a woman who knows and"
38783 "appreciates in the highest possible manner the virtues and the beauties"
38783 "of the home."
38783 ""
38783 "FOOTNOTE:"
38783 ""
38783 "[B] For the further pursuit of this and related subjects the attention"
38783 "of the reader is invited to the author's \"The Negro in Literature and"
38783 "Art\" (Duffield & Co., New York, N. Y., 1918)."
38783 ""
38783 ""
38783 ""
38783 ""
38783 "[Illustration: MARY McLEOD BETHUNE]"
38783 ""
38783 ""
38783 ""
38783 ""
38783 "MARY McLEOD BETHUNE"
38783 ""
38783 ""
38783 ""
38783 ""
38783 "<chapter 5>"
38783 ""
38783 "MARY McLEOD BETHUNE"
38783 ""
38783 ""
38783 "On October 3, 1904, a lone woman, inspired by the desire to do something"
38783 "for the needy ones of her race and state, began at Daytona, Florida, a"
38783 "training school for Negro girls. She had only one dollar and a half in"
38783 "money, but she had faith, energy, and a heart full of love for her"
38783 "people. To-day she has an institution worth not less than one hundred"
38783 "thousand dollars, with plans for extensive and immediate enlargement,"
38783 "and her school is one of the best conducted and most clear-visioned in"
38783 "the country. Such has been the result of boundless energy and thrift"
38783 "joined to an unwavering faith in God."
38783 ""
38783 "Mary McLeod was born July 10, 1875, in a three-room log cabin on a"
38783 "little cotton and rice farm about three miles from Mayesville, South"
38783 "Carolina, being one in the large family of Samuel and Patsy McLeod."
38783 "Ambitious even from her early years, she yearned for larger and finer"
38783 "things than her environment afforded; and yet even the life that she"
38783 "saw around her was to prove a blessing in disguise, as it gave to her"
38783 "deeper and clearer insight into the problems, the shortcomings, and the"
38783 "needs of her people. In course of time she attended a little mission"
38783 "school in Mayesville, and she was converted at the age of twelve. Later"
38783 "she was graduated at Scotia Seminary, Concord, North Carolina, and then"
38783 "she went to the Moody Bible Institute in Chicago. In the years of her"
38783 "schooling she received some assistance from a scholarship given by Miss"
38783 "Mary Chrisman, a dressmaker of Denver, Colorado. Mary McLeod never"
38783 "forgot that she had been helped by a working woman. Some day she"
38783 "intended to justify that faith, and time has shown that never was a"
38783 "scholarship invested to better advantage."
38783 ""
38783 "In 1898 Mary McLeod was married. She became the mother of one son. Not"
38783 "long after, the family moved to Palatka, Florida. Now followed the hard"
38783 "years of waiting, of praying, of hoping; but through it all the earnest"
38783 "woman never lost faith in herself, nor in God. She gained experience in"
38783 "a little school that she taught, she sang with unusual effect in the"
38783 "churches of the town, and she took part in any forward movement or"
